10; 1023; 10; Czas: 0
11; 2047; 11; Czas: 0
12; 4095; 12; Czas: 0
13; 8191; 13; Czas: 0
14; 16383; 14; Czas: 0
15; 32767; 15; Czas: 0
16; 65535; 16; Czas: 0
17; 131071; 17; Czas: 0
18; 262143; 18; Czas: 0
19; 524287; 19; Czas: 0
20; 1048575; 20; Czas: 0
21; 2097151; 21; Czas: 0
22; 4194303; 22; Czas: 0
23; 8388607; 23; Czas: 0
24; 16777215; 24; Czas: 0
25; 33554431; 25; Czas: 0
26; 67108863; 26; Czas: 0
27; 134217727; 27; Czas: 0
28; 268435455; 28; Czas: 0
