10; 1023; 800
11; 2047; 869
12; 4095; 944
13; 8191; 1006
14; 16383; 1079
15; 32767; 1150
16; 65535; 1241
17; 131071; 1296
18; 262143; 1404
19; 524287; 1495
20; 1048575; 1607
21; 2097151; 1733
22; 4194303; 1829
23; 8388607; 1925
24; 16777215; 2205
25; 33554431; 2291
26; 67108863; 2387
27; 134217727; 2514
28; 268435455; 2563
