10; 1023; 10
11; 2047; 11
12; 4095; 12
13; 8191; 13
14; 16383; 14
15; 32767; 15
16; 65535; 16
17; 131071; 17
18; 262143; 18
19; 524287; 19
20; 1048575; 20
21; 2097151; 21
22; 4194303; 22
23; 8388607; 23
24; 16777215; 24
25; 33554431; 25
26; 67108863; 26
27; 134217727; 27
28; 268435455; 28
